videoID,ID,Religion_PRED,Race_PRED,Gender_PRED,Gender Identity/Sexual Orientation_PRED,Immigration_PRED,Ethnicity/Identitarian/Nationalism_PRED,Anti-semitism_PRED,n_flavors,predicted_at,Active_Columns,Label,TAGS,GroupedTAGS
Cb6rwYgV_IU,9773 - 9783,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,AntiSJW|Libertarian,AntiSJW
CcrZ4a4cOvs,10874 - 10880,0,1,0,0,0,0,0,1,2023-08-10T14:52:22,Race_PRED,Hate,PartisanRight|WhiteIdentitarian,White Identitarian
Cd8Pg8q_2Qs,9845 - 9872,0,1,0,0,0,0,1,2,2023-08-10T14:52:22,"Race_PRED, Anti-semitism_PRED",Hate,SocialJustice,Social Justice
CddN_F1_Q94,9924 - 9949,0,0,0,1,0,0,0,1,2023-08-10T14:52:22,Gender Identity/Sexual Orientation_PRED,Hate,PartisanLeft|SocialJustice,Social Justice
Ci5PpLO1sJU,10034 - 10041,0,0,0,0,0,1,0,1,2023-08-10T14:52:22,Ethnicity/Identitarian/Nationalism_PRED,Hate,Conspiracy|ReligiousConservative|WhiteIdentitarian,White Identitarian
CkYBQ4y2kVs,10054 - 10077,0,1,0,0,0,0,0,1,2023-08-10T14:52:22,Race_PRED,Hate,LGBT|SocialJustice,LGBT
Clygf6VVyJo,10115 - 10116,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,Mainstream News,Mainstream News
CmqcxvwN734,10144 - 10150,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,Mainstream News,Mainstream News
CmvCMrgLjK0,10151 - 10161,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,LGBT|SocialJustice,LGBT
CpYp3cOpNtY,10195 - 10207,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,AntiSJW|WhiteIdentitarian,White Identitarian
Cpi2ooP7XiE,10167 - 10181,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,PartisanRight|WhiteIdentitarian,White Identitarian
CplTY6XBPKs,10182 - 10182,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,Mainstream News,Mainstream News
Cpvm8ZKfKh0,10183 - 10194,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,AntiSJW|Libertarian,AntiSJW
Cq6SH3-grY8,10208 - 10208,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,Mainstream News,Mainstream News
CqVzPuTosMw,10354 - 10355,0,0,0,0,1,0,0,1,2023-08-10T14:52:22,Immigration_PRED,Hate,AntiSJW|PartisanRight,AntiSJW
CqmF2VnKlvY,10273 - 10274,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,Mainstream News,Mainstream News
Ct9S8Zmp1K4,10393 - 10393,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,LGBT|SocialJustice,LGBT
CuSk6Rwa28s,10434 - 10486,0,1,0,0,0,1,0,2,2023-08-10T14:52:22,"Race_PRED, Ethnicity/Identitarian/Nationalism_PRED",Hate,WhiteIdentitarian,White Identitarian
CvdNSxCsvFA,10488 - 10490,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,AntiSJW|Black,AntiSJW
CwPvccJkU0o,10602 - 10642,1,0,0,0,1,1,0,3,2023-08-10T14:52:22,"Religion_PRED, Immigration_PRED, Ethnicity/Identitarian/Nationalism_PRED",Hate,PartisanRight|WhiteIdentitarian,White Identitarian
D-0MBSB4lOA,10757 - 10769,0,0,0,1,0,0,0,1,2023-08-10T14:52:22,Gender Identity/Sexual Orientation_PRED,Hate,LGBT|SocialJustice,LGBT
D1Du-6Emv7g,10793 - 10798,0,0,1,0,0,0,0,1,2023-08-10T14:52:22,Gender_PRED,Hate,AntiSJW,AntiSJW
D2YtSu2rRK4,10802 - 10802,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,Mainstream News,Mainstream News
D5v-nybkNVQ,10850 - 10873,0,0,0,1,0,0,0,1,2023-08-10T14:52:22,Gender Identity/Sexual Orientation_PRED,Hate,SocialJustice,Social Justice
D5xK-oZDb0g,10901 - 10906,0,1,0,0,0,0,0,1,2023-08-10T14:52:22,Race_PRED,Hate,PartisanLeft|SocialJustice,Social Justice
D821l2kouWI,10945 - 10951,0,0,0,1,0,0,0,1,2023-08-10T14:52:22,Gender Identity/Sexual Orientation_PRED,Hate,AntiSJW|LGBT,LGBT
DBB8v_xYjWo,11014 - 11014,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,AntiSJW|PartisanRight,AntiSJW
DBzhRDJ5NcQ,11055 - 11172,0,1,1,1,0,0,0,3,2023-08-10T14:52:22,"Race_PRED, Gender_PRED, Gender Identity/Sexual Orientation_PRED",Hate,LGBT|SocialJustice,LGBT
DKMTXTRu-WQ,11333 - 11348,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,Mainstream News,Mainstream News
DKTtHgabx1g,11351 - 11352,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,PartisanLeft|SocialJustice,Social Justice
DLlUaqgrF_Y,11370 - 11370,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,LGBT|SocialJustice,LGBT
DOKn-2ZVhy4,11451 - 11460,0,1,0,0,0,0,0,1,2023-08-10T14:52:22,Race_PRED,Hate,LGBT|SocialJustice,LGBT
DOqTloGCQE8,11463 - 11513,0,1,0,0,0,0,0,1,2023-08-10T14:52:22,Race_PRED,Hate,PartisanRight|WhiteIdentitarian,White Identitarian
DQFXPX0XL5k,11557 - 11570,0,0,0,1,0,0,0,1,2023-08-10T14:52:22,Gender Identity/Sexual Orientation_PRED,Hate,LGBT|SocialJustice,LGBT
DTmdrEwTtCo,11714 - 11779,0,1,0,0,1,1,0,3,2023-08-10T14:52:22,"Race_PRED, Immigration_PRED, Ethnicity/Identitarian/Nationalism_PRED",Hate,PartisanRight|WhiteIdentitarian,White Identitarian
DVDwYJXop3c,11826 - 11826,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,Black|PartisanLeft|SocialJustice,Social Justice
DVvlypsis1o,11834 - 11856,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,AntiSJW,AntiSJW
DXFKqmImbfc,11908 - 11909,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,Mainstream News,Mainstream News
DYZaXD4X-JU,11964 - 11971,0,0,0,1,0,0,0,1,2023-08-10T14:52:22,Gender Identity/Sexual Orientation_PRED,Hate,SocialJustice|Socialist,Social Justice
DaJ9oBQtjYg,10961 - 10972,0,0,0,1,0,0,0,1,2023-08-10T14:52:22,Gender Identity/Sexual Orientation_PRED,Hate,LGBT|SocialJustice,LGBT
DaYTK4ttPsg,10983 - 11013,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,SocialJustice,Social Justice
DbT2WDTanDw,11045 - 11054,0,0,0,1,0,0,0,1,2023-08-10T14:52:22,Gender Identity/Sexual Orientation_PRED,Hate,LGBT|SocialJustice,LGBT
Dbgm8DFsUUw,11034 - 11042,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,AntiSJW|PartisanRight|WhiteIdentitarian,White Identitarian
DbpyATDlyDM,11043 - 11044,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,Mainstream News,Mainstream News
DfgQmWRktG0,11176 - 11201,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,AntiSJW,AntiSJW
DgmURiyaG5E,11223 - 11249,0,1,0,0,0,0,1,2,2023-08-10T14:52:22,"Race_PRED, Anti-semitism_PRED",Hate,PartisanLeft|SocialJustice,Social Justice
DjFiGf3p3NA,11257 - 11257,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,AntiSJW|LGBT,LGBT
DjqwGVVSWzY,11258 - 11332,0,1,0,0,0,0,1,2,2023-08-10T14:52:22,"Race_PRED, Anti-semitism_PRED",Hate,WhiteIdentitarian,White Identitarian
DkVy7sQn7rs,11353 - 11369,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,LGBT|SocialJustice,LGBT
Dnfgv0tRIPM,11393 - 11393,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,LGBT|SocialJustice,LGBT
DoLJ8u_AXYU,11461 - 11461,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,LGBT|SocialJustice,LGBT
Ds7NZuskxic,11638 - 11638,0,0,0,1,0,0,0,1,2023-08-10T14:52:22,Gender Identity/Sexual Orientation_PRED,Hate,LGBT,LGBT
DsgNJ3-EmPs,11683 - 11713,1,0,0,0,0,0,1,2,2023-08-10T14:52:22,"Religion_PRED, Anti-semitism_PRED",Hate,PartisanRight|WhiteIdentitarian,White Identitarian
Dvh4QCWpbvo,11827 - 11833,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,MissingLinkMedia|PartisanLeft|SocialJustice,Social Justice
DygRa5JlYhs,11963 - 11963,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,PartisanLeft|SocialJustice,Social Justice
E-lcS19j_sI,12020 - 12038,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,LGBT|SocialJustice|Socialist,LGBT
E0QfD8bcZ_Y,13030 - 13031,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,Black|SocialJustice,Social Justice
E0W2iimP0nw,12057 - 12057,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,LGBT|SocialJustice,LGBT
E0YiVV2peW8,12094 - 12097,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,AntiSJW|WhiteIdentitarian,White Identitarian
E13lMVr9_Ps,12098 - 12102,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,AntiSJW|PartisanRight|WhiteIdentitarian,White Identitarian
E7ha0narT88,12152 - 12158,0,0,0,1,0,0,0,1,2023-08-10T14:52:22,Gender Identity/Sexual Orientation_PRED,Hate,LGBT|SocialJustice,LGBT
EEm7pM_LgsM,12382 - 12548,0,1,1,0,0,0,0,2,2023-08-10T14:52:22,"Race_PRED, Gender_PRED",Hate,Mainstream News,Mainstream News
EIRCnUyxesY,12643 - 12665,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,Mainstream News,Mainstream News
EJKlehw1fW8,12720 - 12755,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,SocialJustice,Social Justice
EM4J8uLTXTM,12804 - 12805,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,Mainstream News,Mainstream News
EM4SX4VRhcg,12806 - 12806,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,Mainstream News,Mainstream News
ENMfHDgV33c,12869 - 12913,0,1,1,0,1,1,0,4,2023-08-10T14:52:22,"Race_PRED, Gender_PRED, Immigration_PRED, Ethnicity/Identitarian/Nationalism_PRED",Hate,WhiteIdentitarian,White Identitarian
ENn7-5IxHoM,12914 - 12917,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,LGBT|SocialJustice,LGBT
EPEu0p3L0Qw,12945 - 12945,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,LGBT|SocialJustice,LGBT
EPjXcNV3oQk,13211 - 13212,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,Mainstream News,Mainstream News
EXZImSOQAQc,13956 - 13961,0,0,0,1,0,0,0,1,2023-08-10T14:52:22,Gender Identity/Sexual Orientation_PRED,Hate,LGBT|SocialJustice,LGBT
EXZo4ZYGRHY,13504 - 13522,0,0,0,1,0,0,0,1,2023-08-10T14:52:22,Gender Identity/Sexual Orientation_PRED,Hate,LGBT|SocialJustice|Socialist,LGBT
EXqJyISJjl0,13480 - 13496,1,1,1,1,1,1,1,7,2023-08-10T14:52:22,"Religion_PRED, Race_PRED, Gender_PRED, Gender Identity/Sexual Orientation_PRED, Immigration_PRED, Ethnicity/Identitarian/Nationalism_PRED, Anti-semitism_PRED",Hate,AntiSJW,AntiSJW
EY0tqjVvsAI,13559 - 13563,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,PartisanLeft|SocialJustice,Social Justice
EZqLuwbDIB0,13623 - 13632,0,0,0,1,0,0,0,1,2023-08-10T14:52:22,Gender Identity/Sexual Orientation_PRED,Hate,LGBT|SocialJustice,LGBT
E_19qAby-68,15451 - 15451,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,AntiSJW|PartisanRight,AntiSJW
E_32oC0keWE,15452 - 15463,0,1,0,0,0,0,0,1,2023-08-10T14:52:22,Race_PRED,Hate,PartisanRight|WhiteIdentitarian,White Identitarian
Ebq0iMcVpf0,12271 - 12300,0,0,0,0,1,1,0,2,2023-08-10T14:52:22,"Immigration_PRED, Ethnicity/Identitarian/Nationalism_PRED",Hate,AntiSJW|WhiteIdentitarian,White Identitarian
EczyibFVeAk,12303 - 12305,0,1,0,1,0,0,0,2,2023-08-10T14:52:22,"Race_PRED, Gender Identity/Sexual Orientation_PRED",Hate,Black|SocialJustice,Social Justice
Ee1BgcJA0t8,12306 - 12375,1,1,1,0,0,1,1,5,2023-08-10T14:52:22,"Religion_PRED, Race_PRED, Gender_PRED, Ethnicity/Identitarian/Nationalism_PRED, Anti-semitism_PRED",Hate,WhiteIdentitarian,White Identitarian
EjwrwAls3t8,13035 - 13035,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,PartisanRight|WhiteIdentitarian,White Identitarian
Eki5MiKdshc,12778 - 12797,0,1,0,1,0,0,0,2,2023-08-10T14:52:22,"Race_PRED, Gender Identity/Sexual Orientation_PRED",Hate,LGBT|SocialJustice,LGBT
Elzadso9GrU,12801 - 12803,0,0,0,0,0,0,1,1,2023-08-10T14:52:22,Anti-semitism_PRED,Hate,Mainstream News,Mainstream News
EmT0i0xG6zg,12807 - 12865,1,0,1,1,0,0,1,4,2023-08-10T14:52:22,"Religion_PRED, Gender_PRED, Gender Identity/Sexual Orientation_PRED, Anti-semitism_PRED",Hate,LGBT|PartisanLeft|SocialJustice|Socialist,LGBT
EoFfiqrIoOs,12927 - 12941,0,0,0,1,0,0,0,1,2023-08-10T14:52:22,Gender Identity/Sexual Orientation_PRED,Hate,LGBT|SocialJustice,LGBT
Ep34tr58Z4k,12942 - 12944,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,Mainstream News,Mainstream News
EpYsLSgdTOE,13213 - 13252,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,Mainstream News,Mainstream News
EsIAPsIp_Gc,13256 - 13256,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,AntiSJW,AntiSJW
Euq7U_7IoQ0,13286 - 13318,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,SocialJustice,Social Justice
Ev5L5LyjPXY,13319 - 13366,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,AntiSJW|PartisanRight,AntiSJW
Ex_HMcKD644,13523 - 13558,0,1,1,0,0,1,0,3,2023-08-10T14:52:22,"Race_PRED, Gender_PRED, Ethnicity/Identitarian/Nationalism_PRED",Hate,WhiteIdentitarian,White Identitarian
Exn87OCltiI,13473 - 13479,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,WhiteIdentitarian,White Identitarian
EyN26Khv_vs,13564 - 13606,0,1,1,1,1,0,0,4,2023-08-10T14:52:22,"Race_PRED, Gender_PRED, Gender Identity/Sexual Orientation_PRED, Immigration_PRED",Hate,WhiteIdentitarian,White Identitarian
Eynw-NRbzZE,13607 - 13614,0,1,0,0,0,0,0,1,2023-08-10T14:52:22,Race_PRED,Hate,AntiSJW|PartisanRight,AntiSJW
EzImnVhveMI,13615 - 13622,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,PartisanRight|WhiteIdentitarian,White Identitarian
F-dunZV5g8Q,15464 - 15468,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,AntiSJW|PartisanRight,AntiSJW
F4Mf4o7Nubc,12946 - 12946,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,LGBT|SocialJustice,LGBT
F8E2nfNLgKM,13962 - 13962,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,AntiSJW|PartisanRight,AntiSJW
F8i4wy30-go,12967 - 12980,0,0,0,1,0,0,0,1,2023-08-10T14:52:22,Gender Identity/Sexual Orientation_PRED,Hate,LGBT|SocialJustice,LGBT
F93WHXewX5c,12997 - 13029,0,0,1,0,0,0,0,1,2023-08-10T14:52:22,Gender_PRED,Hate,LGBT|SocialJustice,LGBT
FAaUl2QCjg4,13036 - 13149,1,1,0,1,0,0,1,4,2023-08-10T14:52:22,"Religion_PRED, Race_PRED, Gender Identity/Sexual Orientation_PRED, Anti-semitism_PRED",Hate,Black|SocialJustice,Social Justice
FD4ow0PzKeU,13177 - 13177,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,Black|SocialJustice,Social Justice
FEEj7Li0Lm0,13643 - 13646,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,PartisanLeft|SocialJustice,Social Justice
FErB_PnGIJQ,13647 - 13692,0,1,0,0,0,1,0,2,2023-08-10T14:52:22,"Race_PRED, Ethnicity/Identitarian/Nationalism_PRED",Hate,WhiteIdentitarian,White Identitarian
FG2tzbxPPEs,13764 - 13780,1,0,0,0,1,1,1,4,2023-08-10T14:52:22,"Religion_PRED, Immigration_PRED, Ethnicity/Identitarian/Nationalism_PRED, Anti-semitism_PRED",Hate,Conspiracy|ReligiousConservative|WhiteIdentitarian,White Identitarian
FGWvn0WIPrE,13788 - 13788,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,PartisanLeft|SocialJustice,Social Justice
FJP6ijuxqo4,13895 - 13937,0,1,1,0,1,0,0,3,2023-08-10T14:52:22,"Race_PRED, Gender_PRED, Immigration_PRED",Hate,PartisanLeft|SocialJustice,Social Justice
FLxkATAZSqs,13965 - 13970,0,0,0,1,0,0,0,1,2023-08-10T14:52:22,Gender Identity/Sexual Orientation_PRED,Hate,AntiSJW,AntiSJW
FSP91dvCMPw,14061 - 14068,0,0,0,1,0,0,0,1,2023-08-10T14:52:22,Gender Identity/Sexual Orientation_PRED,Hate,LGBT|SocialJustice,LGBT
FUTSVWX5Z-Y,14100 - 14100,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,LGBT|SocialJustice,LGBT
FXouQ4WIXbI,14160 - 14160,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,Mainstream News,Mainstream News
FZyERhrneL0,14166 - 14172,0,1,0,0,0,1,0,2,2023-08-10T14:52:22,"Race_PRED, Ethnicity/Identitarian/Nationalism_PRED",Hate,AntiSJW|PartisanRight|WhiteIdentitarian,White Identitarian
F_XNc9lyTuM,14173 - 14240,0,0,0,1,0,0,0,1,2023-08-10T14:52:22,Gender Identity/Sexual Orientation_PRED,Hate,AntiSJW,AntiSJW
FcAKbt3zd20,13170 - 13176,0,1,0,0,0,0,0,1,2023-08-10T14:52:22,Race_PRED,Hate,AntiSJW|PartisanRight,AntiSJW
FdXIl1a8rRU,13633 - 13637,0,1,0,0,0,1,0,2,2023-08-10T14:52:22,"Race_PRED, Ethnicity/Identitarian/Nationalism_PRED",Hate,Black|SocialJustice,Social Justice
FddKq2BQmIM,13178 - 13188,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,WhiteIdentitarian,White Identitarian
FecbcAXpulY,13640 - 13640,0,0,0,0,0,0,1,1,2023-08-10T14:52:22,Anti-semitism_PRED,Hate,Black|SocialJustice,Social Justice
FfBdGLnX_00,13693 - 13725,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,SocialJustice,Social Justice
Ffj5IrSHTro,13726 - 13751,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,SocialJustice,Social Justice
FhCk6X41mjc,13807 - 13836,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,AntiSJW,AntiSJW
FiIl1fkyOTY,13876 - 13879,0,0,1,1,0,0,0,2,2023-08-10T14:52:22,"Gender_PRED, Gender Identity/Sexual Orientation_PRED",Hate,Conspiracy|LGBT,LGBT
Fkx-lXYenu0,13938 - 13945,0,1,0,1,0,0,0,2,2023-08-10T14:52:22,"Race_PRED, Gender Identity/Sexual Orientation_PRED",Hate,LGBT|SocialJustice,LGBT
FoVrE4w8oZc,14039 - 14041,0,0,0,1,0,0,0,1,2023-08-10T14:52:22,Gender Identity/Sexual Orientation_PRED,Hate,WhiteIdentitarian,White Identitarian
Fq06uHdp-Ck,14045 - 14047,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,AntiTheist|SocialJustice,Social Justice
FtOINVrSsGM,14083 - 14083,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,AntiSJW|PartisanRight,AntiSJW
FwGh3LHQrDg,14156 - 14156,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,Mainstream News,Mainstream News
FwZoHJZaCPc,14157 - 14159,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,AntiSJW,AntiSJW
G-M_SOejfGI,14241 - 14245,0,0,0,1,0,0,0,1,2023-08-10T14:52:22,Gender Identity/Sexual Orientation_PRED,Hate,LGBT|SocialJustice,LGBT
G-w4q20gWNQ,14246 - 14269,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,Mainstream News,Mainstream News
G3LiTspTQyE,14282 - 14284,1,0,0,1,0,1,0,3,2023-08-10T14:52:22,"Religion_PRED, Gender Identity/Sexual Orientation_PRED, Ethnicity/Identitarian/Nationalism_PRED",Hate,WhiteIdentitarian,White Identitarian
G46GNvp_Eio,14285 - 14287,1,0,0,0,0,0,1,2,2023-08-10T14:52:22,"Religion_PRED, Anti-semitism_PRED",Hate,AntiSJW,AntiSJW
G4hTPD8wsA4,14288 - 14289,0,1,0,0,0,0,0,1,2023-08-10T14:52:22,Race_PRED,Hate,Mainstream News,Mainstream News
GB1-8w_VXg0,14529 - 14550,1,0,0,0,0,0,0,1,2023-08-10T14:52:22,Religion_PRED,Hate,AntiSJW|LGBT,LGBT
GCR8IOvAAHc,14557 - 14566,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,SocialJustice,Social Justice
GDFV8Il7pv0,14578 - 14581,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,SocialJustice,Social Justice
GGdYZRTL2TY,14720 - 14734,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,LGBT|SocialJustice,LGBT
GKMFggVEz_c,14896 - 14913,0,0,1,1,0,0,0,2,2023-08-10T14:52:22,"Gender_PRED, Gender Identity/Sexual Orientation_PRED",Hate,AntiSJW|LGBT,LGBT
GMtVjhQWhKo,14923 - 14936,0,0,0,1,0,0,0,1,2023-08-10T14:52:22,Gender Identity/Sexual Orientation_PRED,Hate,LGBT,LGBT
GNubH9yCCQo,14937 - 14947,0,0,0,0,0,0,1,1,2023-08-10T14:52:22,Anti-semitism_PRED,Hate,AntiSJW,AntiSJW
GO1Aed5_HvU,14948 - 14948,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,Mainstream News,Mainstream News
GOeAaxvidPI,14949 - 14949,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,PartisanLeft|SocialJustice,Social Justice
GQj07LdpDrk,14975 - 15046,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,Mainstream News,Mainstream News
GTxeyCc6bFs,15079 - 15088,0,1,0,0,0,0,0,1,2023-08-10T14:52:22,Race_PRED,Hate,AntiSJW,AntiSJW
GUo2I7U5LUQ,15124 - 15124,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,LGBT|SocialJustice,LGBT
GUqemkKlAVg,15125 - 15136,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,AntiSJW,AntiSJW
GYJYPCJmspE,15194 - 15198,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,Mainstream News,Mainstream News
G_2NE0rqafM,15211 - 15211,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,AntiSJW|PartisanRight,AntiSJW
G_eUaC8uuXg,15212 - 15218,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,Mainstream News,Mainstream News
GaSCO_Z6w5U,14518 - 14528,0,0,0,1,0,0,0,1,2023-08-10T14:52:22,Gender Identity/Sexual Orientation_PRED,Hate,LGBT|SocialJustice,LGBT
Gc_F_njqL5M,14567 - 14577,0,0,0,0,0,0,1,1,2023-08-10T14:52:22,Anti-semitism_PRED,Hate,AntiSJW|Educational,AntiSJW
GhnByZvJYi4,14736 - 14857,0,1,0,0,1,1,1,4,2023-08-10T14:52:22,"Race_PRED, Immigration_PRED, Ethnicity/Identitarian/Nationalism_PRED, Anti-semitism_PRED",Hate,WhiteIdentitarian,White Identitarian
Gqf8_TSJaF0,14974 - 14974,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,Mainstream News,Mainstream News
Gw1jHGVqYlE,15138 - 15152,0,0,0,0,0,0,1,1,2023-08-10T14:52:22,Anti-semitism_PRED,Hate,Black|SocialJustice,Social Justice
Gx4X5pEVcws,15631 - 15636,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,LGBT|SocialJustice,LGBT
GxYqJaaFVMo,15173 - 15179,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,AntiSJW|Educational,AntiSJW
GxebROUgtqE,15166 - 15169,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,Mainstream News,Mainstream News
H2rjO3Coxhc,14311 - 14318,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,LGBT|SocialJustice,LGBT
H5Se-oZUoSE,14319 - 14329,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,Mainstream News,Mainstream News
H67DPb_NwNE,14330 - 14330,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,PartisanLeft|SocialJustice,Social Justice
H6iEHfDpGE8,14331 - 14339,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,Mainstream News,Mainstream News
H7jPmiZ_3wY,14340 - 14356,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,AntiSJW|WhiteIdentitarian,White Identitarian
H96_UHkMTaA,15637 - 15637,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,LGBT|SocialJustice,LGBT
H9O7T_WYwkY,14357 - 14357,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,PartisanLeft|SocialJustice,Social Justice
HBvF62mYKDo,14366 - 14373,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,LGBT|SocialJustice,LGBT
HCGTwJI_lyM,14374 - 14375,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,AntiSJW|PartisanRight,AntiSJW
HDJ-apFdrto,15220 - 15222,0,1,0,1,0,0,0,2,2023-08-10T14:52:22,"Race_PRED, Gender Identity/Sexual Orientation_PRED",Hate,LGBT|SocialJustice,LGBT
HFgUSZa95nk,15504 - 15591,0,0,0,0,0,1,0,1,2023-08-10T14:52:22,Ethnicity/Identitarian/Nationalism_PRED,Hate,WhiteIdentitarian,White Identitarian
