videoID,ID,Religion_PRED,Race_PRED,Gender_PRED,Gender Identity/Sexual Orientation_PRED,Immigration_PRED,Ethnicity/Identitarian/Nationalism_PRED,Anti-semitism_PRED,n_flavors,predicted_at,Active_Columns,Label,TAGS,GroupedTAGS
#NAME?.orig,2 - 2,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,,Mainstream News
--PbLmnexNQ,3 - 12,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,AntiSJW|PartisanRight,AntiSJW
-1DP_2zJprQ,13 - 22,0,0,0,1,0,0,0,1,2023-08-10T14:52:22,Gender Identity/Sexual Orientation_PRED,Hate,LGBT,LGBT
-1yxVAGK-YQ,23 - 24,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,AntiSJW|WhiteIdentitarian,White Identitarian
-4SuuIcDmug,25 - 56,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,PartisanLeft|SocialJustice,Social Justice
-8r_sMRiakE,57 - 59,0,1,0,0,0,0,0,1,2023-08-10T14:52:22,Race_PRED,Hate,PartisanLeft|SocialJustice,Social Justice
-9hb6UeBnNk,331 - 353,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,PartisanLeft|SocialJustice,Social Justice
-E8_lkNNIbc,316 - 316,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,Mainstream News,Mainstream News
-GlK_8qAM8Q,330 - 330,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,PartisanLeft|SocialJustice,Social Justice
-HLzbkIQQ88,435 - 437,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,AntiSJW|PartisanRight|WhiteIdentitarian,White Identitarian
-JhwQ4qLg9E,438 - 438,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,LGBT|SocialJustice,LGBT
-KvXpmR-LCg,439 - 446,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,Mainstream News,Mainstream News
-Lp45toYXuM,450 - 456,0,0,0,1,0,0,0,1,2023-08-10T14:52:22,Gender Identity/Sexual Orientation_PRED,Hate,LGBT|SocialJustice,LGBT
-Mr-iOZX-64,457 - 512,0,1,0,0,0,0,1,2,2023-08-10T14:52:22,"Race_PRED, Anti-semitism_PRED",Hate,WhiteIdentitarian,White Identitarian
-MsevaVWWq0,513 - 521,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,AntiSJW,AntiSJW
-NjiWqI-P5s,21787 - 21800,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,AntiSJW|LGBT,LGBT
-TrKczSHjdI,21841 - 21843,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,AntiSJW,AntiSJW
-UMZF_Pk06k,21844 - 21844,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,PartisanLeft|SocialJustice,Social Justice
-V3cG4fec-Y,21877 - 21878,0,1,0,0,0,0,0,1,2023-08-10T14:52:22,Race_PRED,Hate,Black|SocialJustice,Social Justice
-WmJfpIBKaY,21963 - 21964,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,Mainstream News,Mainstream News
-Y-KgDyqVak,21977 - 21983,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,AntiSJW,AntiSJW
-ZFPxGzhGQ8,22065 - 22091,0,0,1,1,0,0,0,2,2023-08-10T14:52:22,"Gender_PRED, Gender Identity/Sexual Orientation_PRED",Hate,LGBT|SocialJustice,LGBT
-aE2RIyWJKo,60 - 68,0,0,0,1,0,0,0,1,2023-08-10T14:52:22,Gender Identity/Sexual Orientation_PRED,Hate,AntiSJW|WhiteIdentitarian,White Identitarian
-c6NOTnupHY,69 - 311,0,1,1,0,1,1,1,5,2023-08-10T14:52:22,"Race_PRED, Gender_PRED, Immigration_PRED, Ethnicity/Identitarian/Nationalism_PRED, Anti-semitism_PRED",Hate,WhiteIdentitarian,White Identitarian
-cDyJC7XukE,312 - 315,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,Mainstream News,Mainstream News
-fxbtQkAXO0,317 - 320,0,1,0,0,0,0,0,1,2023-08-10T14:52:22,Race_PRED,Hate,Mainstream News|PartisanLeft|SocialJustice,Social Justice
-gHIyERR2jo,321 - 329,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,AntiSJW|WhiteIdentitarian,White Identitarian
-kW0eR5jOQ0,447 - 449,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,MissingLinkMedia|PartisanLeft|SocialJustice,Social Justice
-roa8M8hT-E,21801 - 21807,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,LGBT|SocialJustice,LGBT
-sja01eWT7g,21808 - 21840,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,AntiSJW|PartisanRight|ReligiousConservative|WhiteIdentitarian,White Identitarian
-v-do0lbd34,21845 - 21876,0,1,1,0,0,1,0,3,2023-08-10T14:52:22,"Race_PRED, Gender_PRED, Ethnicity/Identitarian/Nationalism_PRED",Hate,PartisanLeft|SocialJustice,Social Justice
-vBKaL4aMLo,21879 - 21912,0,1,0,1,0,1,1,4,2023-08-10T14:52:22,"Race_PRED, Gender Identity/Sexual Orientation_PRED, Ethnicity/Identitarian/Nationalism_PRED, Anti-semitism_PRED",Hate,AntiSJW|LGBT,LGBT
-wjl4FitFcI,21913 - 21962,1,0,0,0,0,0,1,2,2023-08-10T14:52:22,"Religion_PRED, Anti-semitism_PRED",Hate,AntiSJW|PartisanRight|ReligiousConservative,AntiSJW
-xVS3TzEOug,21965 - 21976,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,AntiSJW,AntiSJW
-yUIqXqNFKQ,22046 - 22052,0,1,0,1,0,0,0,2,2023-08-10T14:52:22,"Race_PRED, Gender Identity/Sexual Orientation_PRED",Hate,AntiSJW,AntiSJW
-yYGBz2n_fw,22053 - 22054,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,WhiteIdentitarian,White Identitarian
-yeIyIcjaNQ,21984 - 22045,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,Mainstream News,Mainstream News
-yze96D5Yew,22055 - 22055,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,Mainstream News,Mainstream News
-z5FWuwtfcQ,22056 - 22064,0,0,0,1,0,0,0,1,2023-08-10T14:52:22,Gender Identity/Sexual Orientation_PRED,Hate,LGBT|SocialJustice,LGBT
00vldMi0jFQ,22092 - 22114,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,SocialJustice,Social Justice
03K8zd5Zhvg,22115 - 22121,0,0,1,0,0,0,0,1,2023-08-10T14:52:22,Gender_PRED,Hate,AntiSJW|PartisanRight|ReligiousConservative|WhiteIdentitarian,White Identitarian
05xFWwg7ER8,40550 - 40624,0,1,0,0,0,0,0,1,2023-08-10T14:52:22,Race_PRED,Hate,Black|SocialJustice,Social Justice
06AIeK3qdMk,40625 - 40625,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,Mainstream News,Mainstream News
09LPKifc7hc,40626 - 40635,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,AntiSJW,AntiSJW
0AWz7rCnX70,354 - 408,0,0,0,1,0,0,1,2,2023-08-10T14:52:22,"Gender Identity/Sexual Orientation_PRED, Anti-semitism_PRED",Hate,Educational|SocialJustice,Social Justice
0BRGov0IbLA,40636 - 40641,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,AntiSJW|PartisanRight,AntiSJW
0BulHWS70DA,40642 - 40646,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,LGBT|SocialJustice,LGBT
0HTHJeCJHu4,40671 - 40675,0,0,0,1,0,0,0,1,2023-08-10T14:52:22,Gender Identity/Sexual Orientation_PRED,Hate,LGBT|SocialJustice,LGBT
0JP2-bwdyEU,40695 - 40707,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,AntiSJW|LGBT,LGBT
0LvTs5G7Sog,40753 - 40757,0,0,0,1,0,0,0,1,2023-08-10T14:52:22,Gender Identity/Sexual Orientation_PRED,Hate,LGBT|SocialJustice,LGBT
0MoVRX4CObc,40758 - 40771,1,0,1,1,0,0,0,3,2023-08-10T14:52:22,"Religion_PRED, Gender_PRED, Gender Identity/Sexual Orientation_PRED",Hate,LGBT,LGBT
0NFtUMIhBn0,522 - 524,1,0,1,0,0,0,0,2,2023-08-10T14:52:22,"Religion_PRED, Gender_PRED",Hate,AntiSJW|PartisanRight,AntiSJW
0OhcfJF2odE,573 - 573,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,Mainstream News,Mainstream News
0QWrex9sJnc,599 - 611,0,0,0,1,0,0,0,1,2023-08-10T14:52:22,Gender Identity/Sexual Orientation_PRED,Hate,LGBT|SocialJustice,LGBT
0RRjOiviFd8,618 - 618,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,Black|SocialJustice,Social Justice
0VXVlkjgujw,631 - 638,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,LGBT|SocialJustice,LGBT
0c_xOTj9-gA,40647 - 40647,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,PartisanLeft|SocialJustice,Social Justice
0dcZRE4VXmY,40648 - 40649,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,Mainstream News,Mainstream News
0gDNg_i0sFI,40650 - 40660,0,0,0,1,0,0,0,1,2023-08-10T14:52:22,Gender Identity/Sexual Orientation_PRED,Hate,LGBT,LGBT
0gk3oPNpv4E,40661 - 40670,0,0,1,0,0,0,0,1,2023-08-10T14:52:22,Gender_PRED,Hate,AntiSJW,AntiSJW
0iBMGgiSAq4,40676 - 40692,0,0,0,0,0,1,1,2,2023-08-10T14:52:22,"Ethnicity/Identitarian/Nationalism_PRED, Anti-semitism_PRED",Hate,SocialJustice|Socialist,Social Justice
0iw0m8Sz85o,40693 - 40694,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,Mainstream News,Mainstream News
0k_sS_jl0uU,40708 - 40742,0,0,0,1,0,0,1,2,2023-08-10T14:52:22,"Gender Identity/Sexual Orientation_PRED, Anti-semitism_PRED",Hate,AntiSJW|LGBT,LGBT
0l6EF8FTzrc,40743 - 40752,0,0,1,0,0,0,0,1,2023-08-10T14:52:22,Gender_PRED,Hate,Mainstream News|PartisanLeft|SocialJustice,Social Justice
0nXQIXThIMA,525 - 539,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,AntiSJW|PartisanRight|WhiteIdentitarian,White Identitarian
0o5wzqECIiw,540 - 572,0,0,0,0,1,0,0,1,2023-08-10T14:52:22,Immigration_PRED,Hate,AntiSJW|Mainstream News|PartisanRight,AntiSJW
0o7daKw6vTY,409 - 416,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,AntiSJW,AntiSJW
0pkMhHPYSIk,574 - 594,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,AntiSJW,AntiSJW
0qnd3wBom7Y,595 - 598,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,AntiSJW|Mainstream News|PartisanRight,AntiSJW
0rIq3Fh__XU,612 - 617,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,AntiSJW|PartisanRight|ReligiousConservative|WhiteIdentitarian,White Identitarian
0sW0148ppcY,619 - 620,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,Mainstream News,Mainstream News
0vaNojtkQiU,621 - 624,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,AntiSJW|PartisanRight,AntiSJW
0vdbliyQbmc,625 - 630,0,0,0,1,0,0,0,1,2023-08-10T14:52:22,Gender Identity/Sexual Orientation_PRED,Hate,LGBT,LGBT
0xDFtupreXU,639 - 640,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,SocialJustice,Social Justice
0z9FNmQ1DpA,641 - 643,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,AntiTheist|SocialJustice|Socialist,Social Justice
1-AE2zApPI4,644 - 722,1,1,1,1,0,1,1,6,2023-08-10T14:52:22,"Religion_PRED, Race_PRED, Gender_PRED, Gender Identity/Sexual Orientation_PRED, Ethnicity/Identitarian/Nationalism_PRED, Anti-semitism_PRED",Hate,AntiSJW,AntiSJW
12Xmp3mNscg,723 - 742,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,AntiSJW,AntiSJW
14E5BbP6yU0,743 - 780,0,1,1,1,0,0,0,3,2023-08-10T14:52:22,"Race_PRED, Gender_PRED, Gender Identity/Sexual Orientation_PRED",Hate,AntiSJW|LGBT,LGBT
17LO9ri-yf0,781 - 786,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,MissingLinkMedia|PartisanLeft|SocialJustice,Social Justice
17_ILRMD6mc,787 - 844,0,0,0,0,0,1,0,1,2023-08-10T14:52:22,Ethnicity/Identitarian/Nationalism_PRED,Hate,AntiSJW,AntiSJW
18kTGvWjSoo,845 - 878,0,0,0,1,0,0,0,1,2023-08-10T14:52:22,Gender Identity/Sexual Orientation_PRED,Hate,SocialJustice,Social Justice
196d-0PnLl0,417 - 434,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,AntiSJW,AntiSJW
1AZbsXnb0TI,904 - 915,0,0,0,0,0,0,1,1,2023-08-10T14:52:22,Anti-semitism_PRED,Hate,AntiSJW,AntiSJW
1AezwCDmBaQ,879 - 903,0,1,0,0,0,0,0,1,2023-08-10T14:52:22,Race_PRED,Hate,Black|PartisanLeft|SocialJustice,Social Justice
1BqLUDRLKEI,917 - 917,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,Mainstream News,Mainstream News
1ClLyKJApVA,918 - 919,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,Black|SocialJustice,Social Justice
1FH5Wu6EyVg,921 - 929,1,1,0,0,0,0,0,2,2023-08-10T14:52:22,"Religion_PRED, Race_PRED",Hate,Black|SocialJustice,Social Justice
1G2werhCDL8,930 - 931,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,Mainstream News,Mainstream News
1GiEY6bA9ho,932 - 1058,0,1,1,0,0,1,1,4,2023-08-10T14:52:22,"Race_PRED, Gender_PRED, Ethnicity/Identitarian/Nationalism_PRED, Anti-semitism_PRED",Hate,WhiteIdentitarian,White Identitarian
1H2AC_j4_-Q,1059 - 1059,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,Mainstream News,Mainstream News
1IXIdEDWLUU,1060 - 1060,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,WhiteIdentitarian,White Identitarian
1JztCKyXgkI,1061 - 1061,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,LGBT|SocialJustice,LGBT
1K38_VGXFsA,1062 - 1189,1,1,1,0,1,1,1,6,2023-08-10T14:52:22,"Religion_PRED, Race_PRED, Gender_PRED, Immigration_PRED, Ethnicity/Identitarian/Nationalism_PRED, Anti-semitism_PRED",Hate,WhiteIdentitarian,White Identitarian
1MjvRdlMjZA,1190 - 1191,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,Mainstream News,Mainstream News
1N6Sejmznp0,1192 - 1222,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,SocialJustice,Social Justice
1NZY6_NI2vU,1223 - 1223,0,0,0,1,0,0,0,1,2023-08-10T14:52:22,Gender Identity/Sexual Orientation_PRED,Hate,LGBT|SocialJustice,LGBT
1OAZVF916SY,1227 - 1230,0,0,0,1,0,0,0,1,2023-08-10T14:52:22,Gender Identity/Sexual Orientation_PRED,Hate,LGBT|SocialJustice,LGBT
1PhxB3RC3vs,4676 - 4694,1,0,0,0,0,0,1,2,2023-08-10T14:52:22,"Religion_PRED, Anti-semitism_PRED",Hate,PartisanRight|WhiteIdentitarian,White Identitarian
1Q1feq3HOoM,1266 - 1268,0,0,0,0,1,1,0,2,2023-08-10T14:52:22,"Immigration_PRED, Ethnicity/Identitarian/Nationalism_PRED",Hate,WhiteIdentitarian,White Identitarian
1TAhDSSakJ0,1271 - 1279,0,1,0,0,0,0,0,1,2023-08-10T14:52:22,Race_PRED,Hate,MissingLinkMedia|PartisanLeft|SocialJustice,Social Justice
1V8UfqJ_Ejk,1334 - 1334,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,PartisanRight|WhiteIdentitarian,White Identitarian
1ZZZ4OeLxas,1425 - 1430,0,1,1,0,0,0,0,2,2023-08-10T14:52:22,"Race_PRED, Gender_PRED",Hate,LGBT|SocialJustice,LGBT
1_nY68vwL0c,1431 - 1432,0,1,0,0,0,0,0,1,2023-08-10T14:52:22,Race_PRED,Hate,AntiSJW,AntiSJW
1_uvzGjgTLw,1433 - 1439,0,0,0,0,0,1,0,1,2023-08-10T14:52:22,Ethnicity/Identitarian/Nationalism_PRED,Hate,Black|SocialJustice,Social Justice
1bbIOtjza8w,916 - 916,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,AntiSJW|WhiteIdentitarian,White Identitarian
1dYbsidjyuk,920 - 920,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,Mainstream News,Mainstream News
1o46cLEuPzc,1224 - 1226,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,Mainstream News,Mainstream News
1pL6ure5NWc,1231 - 1262,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,SocialJustice,Social Justice
1p_7CKwIlmQ,1263 - 1265,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,Mainstream News,Mainstream News
1qI-RqIeqKY,1269 - 1270,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,Mainstream News,Mainstream News
1tCRZi2vFLw,1280 - 1333,0,1,0,0,0,0,0,1,2023-08-10T14:52:22,Race_PRED,Hate,Black|SocialJustice,Social Justice
1wJ-_pUrBiA,1335 - 1385,1,0,0,1,0,0,0,2,2023-08-10T14:52:22,"Religion_PRED, Gender Identity/Sexual Orientation_PRED",Hate,AntiSJW,AntiSJW
1wnrG8_I5yg,1386 - 1395,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,WhiteIdentitarian,White Identitarian
1xIvks-LsGg,1396 - 1407,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,Mainstream News,Mainstream News
1xQ9nZQgces,1408 - 1424,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,AntiSJW|WhiteIdentitarian,White Identitarian
21YZhnM1o0U,1441 - 1442,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,WhiteIdentitarian,White Identitarian
21mdno2k9G8,1440 - 1440,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,WhiteIdentitarian,White Identitarian
24_rXqZJ65Y,1446 - 1449,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,PartisanRight|WhiteIdentitarian,White Identitarian
24qyLLpGVHw,1443 - 1445,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,PartisanLeft|SocialJustice,Social Justice
25LyV1h6IS4,2505 - 2519,0,0,0,0,1,1,0,2,2023-08-10T14:52:22,"Immigration_PRED, Ethnicity/Identitarian/Nationalism_PRED",Hate,SocialJustice,Social Justice
26f7445_0rE,1450 - 1544,1,1,0,1,0,0,1,4,2023-08-10T14:52:22,"Religion_PRED, Race_PRED, Gender Identity/Sexual Orientation_PRED, Anti-semitism_PRED",Hate,Mainstream News,Mainstream News
27HWtn8-2Y0,1566 - 1571,0,0,0,1,0,0,0,1,2023-08-10T14:52:22,Gender Identity/Sexual Orientation_PRED,Hate,LGBT|SocialJustice,LGBT
27am280AFKI,1545 - 1565,0,0,0,1,0,0,0,1,2023-08-10T14:52:22,Gender Identity/Sexual Orientation_PRED,Hate,LGBT|SocialJustice,LGBT
27j5lDhSkCc,1572 - 1577,0,0,1,0,0,0,0,1,2023-08-10T14:52:22,Gender_PRED,Hate,AntiSJW,AntiSJW
28hBlLH5t8Y,1578 - 1579,0,1,0,0,1,0,0,2,2023-08-10T14:52:22,"Race_PRED, Immigration_PRED",Hate,PartisanRight|WhiteIdentitarian,White Identitarian
2BtmbffDdKU,1599 - 1606,0,1,0,0,0,0,0,1,2023-08-10T14:52:22,Race_PRED,Hate,Mainstream News,Mainstream News
2ByCR2DRids,1973 - 1973,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,PartisanLeft|SocialJustice,Social Justice
2DbejsZzcJs,1974 - 1974,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,Mainstream News,Mainstream News
2DbuTW70xRY,1975 - 2002,0,1,1,1,0,0,0,3,2023-08-10T14:52:22,"Race_PRED, Gender_PRED, Gender Identity/Sexual Orientation_PRED",Hate,PartisanLeft|SocialJustice,Social Justice
2GEfThbhLNA,2039 - 2041,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,Mainstream News,Mainstream News
2KIFdOAosXY,2520 - 2522,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,Mainstream News|PartisanLeft|SocialJustice,Social Justice
2M2dDLSroYw,2112 - 2114,0,1,0,0,0,0,0,1,2023-08-10T14:52:22,Race_PRED,Hate,WhiteIdentitarian,White Identitarian
2MAfIGZh1vo,2122 - 2158,1,1,0,0,0,0,0,2,2023-08-10T14:52:22,"Religion_PRED, Race_PRED",Hate,AntiSJW|PartisanRight|ReligiousConservative|WhiteIdentitarian,White Identitarian
2Ntbb7Q2ecc,2160 - 2160,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,PartisanLeft|SocialJustice,Social Justice
2O3Z_eDenpk,1607 - 1617,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,Conspiracy|LGBT,LGBT
2ONKrMZ-b_s,1618 - 1633,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,SocialJustice,Social Justice
2PopspP_DbI,1720 - 1722,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,PartisanLeft|SocialJustice,Social Justice
2R1NUGxxP-Q,2161 - 2247,0,1,1,0,0,1,0,3,2023-08-10T14:52:22,"Race_PRED, Gender_PRED, Ethnicity/Identitarian/Nationalism_PRED",Hate,WhiteIdentitarian,White Identitarian
2S_wQC_k-RE,2301 - 2311,0,0,0,1,0,0,0,1,2023-08-10T14:52:22,Gender Identity/Sexual Orientation_PRED,Hate,AntiSJW|LGBT,LGBT
2UZLvtEDqj0,2361 - 2362,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,Mainstream News,Mainstream News
2WHVGWC5PWw,2363 - 2376,0,1,0,0,0,0,0,1,2023-08-10T14:52:22,Race_PRED,Hate,WhiteIdentitarian,White Identitarian
2XcYEtA1QHQ,2377 - 2377,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,PartisanLeft|SocialJustice,Social Justice
2YHdBwvy6xU,2434 - 2451,0,0,0,1,0,0,0,1,2023-08-10T14:52:22,Gender Identity/Sexual Orientation_PRED,Hate,LGBT,LGBT
2YScqrtO020,2523 - 2533,0,1,0,0,0,0,0,1,2023-08-10T14:52:22,Race_PRED,Hate,WhiteIdentitarian,White Identitarian
2YZAIe5poww,2534 - 2571,0,0,0,0,0,1,1,2,2023-08-10T14:52:22,"Ethnicity/Identitarian/Nationalism_PRED, Anti-semitism_PRED",Hate,Mainstream News,Mainstream News
2YoDGMR0v2M,2452 - 2504,1,0,0,0,0,1,1,3,2023-08-10T14:52:22,"Religion_PRED, Ethnicity/Identitarian/Nationalism_PRED, Anti-semitism_PRED",Hate,PartisanRight|WhiteIdentitarian,White Identitarian
2_DFFcecSDs,2572 - 2578,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,Mainstream News,Mainstream News
2aDqTwqXS18,1580 - 1580,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,AntiSJW|AntiTheist|WhiteIdentitarian,White Identitarian
2aY2nulE7kA,1581 - 1590,0,0,1,1,0,0,0,2,2023-08-10T14:52:22,"Gender_PRED, Gender Identity/Sexual Orientation_PRED",Hate,LGBT,LGBT
2bFyJHWPfhU,1591 - 1592,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,Mainstream News,Mainstream News
2bHHyMeWLew,1593 - 1598,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,AntiSJW|PartisanRight,AntiSJW
2eUZr1TxNZ0,2003 - 2032,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,AntiSJW|MRA|PartisanRight|ReligiousConservative|WhiteIdentitarian,White Identitarian
2fy29XfY4vk,2033 - 2038,0,0,0,1,0,0,0,1,2023-08-10T14:52:22,Gender Identity/Sexual Orientation_PRED,Hate,LGBT|SocialJustice,LGBT
2h8TUYaASS0,2042 - 2044,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,AntiSJW|WhiteIdentitarian,White Identitarian
2kYrTtA7czU,2045 - 2094,1,0,0,0,0,0,0,1,2023-08-10T14:52:22,Religion_PRED,Hate,AntiSJW,AntiSJW
2l5cYBY02w4,2095 - 2095,0,0,0,1,0,0,0,1,2023-08-10T14:52:22,Gender Identity/Sexual Orientation_PRED,Hate,LGBT|SocialJustice,LGBT
2lKxdfxdE7A,2106 - 2111,0,0,1,1,0,0,0,2,2023-08-10T14:52:22,"Gender_PRED, Gender Identity/Sexual Orientation_PRED",Hate,AntiSJW|PartisanRight,AntiSJW
2lhYSZHQ2x0,2096 - 2105,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,LGBT|SocialJustice,LGBT
2m6GBCP9xOw,2115 - 2121,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,AntiSJW|WhiteIdentitarian,White Identitarian
2my2rI3gGOc,2159 - 2159,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,Mainstream News,Mainstream News
2oX0PaKN20s,1634 - 1719,0,1,1,0,0,1,0,3,2023-08-10T14:52:22,"Race_PRED, Gender_PRED, Ethnicity/Identitarian/Nationalism_PRED",Hate,WhiteIdentitarian,White Identitarian
2sMMW6SOxbs,2298 - 2300,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,AntiSJW|PartisanRight,AntiSJW
2saTweovTTw,2248 - 2288,0,0,0,1,0,0,0,1,2023-08-10T14:52:22,Gender Identity/Sexual Orientation_PRED,Hate,LGBT|SocialJustice|Socialist,LGBT
2sfIvlqwCts,2289 - 2295,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,AntiSJW|PartisanRight|ReligiousConservative|WhiteIdentitarian,White Identitarian
2skQLdWZjzo,2296 - 2297,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,Mainstream News,Mainstream News
2uXF5nYgI38,2312 - 2347,0,1,0,0,1,1,0,3,2023-08-10T14:52:22,"Race_PRED, Immigration_PRED, Ethnicity/Identitarian/Nationalism_PRED",Hate,PartisanRight|WhiteIdentitarian,White Identitarian
2uY0VRxkQ-M,2348 - 2360,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,PartisanRight|WhiteIdentitarian,White Identitarian
